crop_type,initial_condition,avg_temp,humidity_avg,storage_hours,violation_duration,base_price,quality_score,final_price
Orange,Semi-Ripe,42.0139,59.2041,180.2795,206.4633,51.2734,21.4083,10.9768
Grape,Semi-Ripe,15.1895,61.9689,196.0767,294.5076,70.4762,38.2894,26.9849
Apple,Semi-Ripe,33.5468,49.4588,32.375,1.0955,89.9279,37.3399,33.579
Mango,Raw,-1.1476,35.027,193.6797,21.5747,30.4773,52.0288,15.857
Banana,Raw,36.8233,80.4793,193.1693,232.9342,65.2791,74.319,48.5148
Apple,Ripe,34.319,90.6312,142.2237,96.9336,39.481,37.4618,14.7903
Apple,Ripe,4.0851,56.5685,202.3716,155.1269,12.6926,61.9719,7.8659
Mango,Semi-Ripe,34.5952,67.5531,154.8964,141.0401,83.9499,56.9322,47.7945
Orange,Ripe,10.1423,36.1636,84.0678,89.4491,73.0761,35.7228,26.1049
Mango,Semi-Ripe,30.0002,38.3507,207.7384,107.5066,88.1819,40.6809,35.8732
Apple,Ripe,31.8293,36.96,173.1681,36.3724,23.6184,0.8427,0.199
Mango,Raw,5.5015,22.1449,88.0158,142.6558,94.8137,43.9204,41.6426
Apple,Ripe,13.2547,46.0532,177.5944,227.1131,24.7045,35.6877,8.8165
Orange,Semi-Ripe,16.0634,51.515,123.1941,118.6303,14.5503,46.9245,6.8276
Orange,Semi-Ripe,35.7797,20.7053,185.1335,169.0071,42.2786,0,0
Orange,Raw,41.1944,91.6291,81.2085,35.4391,64.8688,72.689,47.1525
Grape,Ripe,2.4474,35.5081,26.5402,280.8369,53.3663,30.252,16.1444
Orange,Ripe,-1.5746,20.061,33.1513,114.265,37.5948,19.4424,7.3093
Strawberry,Semi-Ripe,2.1295,11.7986,18.508,82.6179,17.4093,0,0
Strawberry,Raw,43.0147,38.3791,112.9725,282.8576,66.9716,0,0
Grape,Raw,27.7582,89.9509,131.5045,120.718,39.0806,72.9685,28.5165
Strawberry,Semi-Ripe,4.6608,10.6127,204.8784,120.9275,71.9556,0,0
Banana,Semi-Ripe,21.4076,56.1701,48.5284,160.1066,22.4426,67.3964,15.1255
Grape,Raw,33.1068,26.0474,72.3453,26.5845,34.3231,8.4861,2.9127
Mango,Semi-Ripe,0.6303,60.5574,55.984,135.4911,73.5193,64.0851,47.1149
Orange,Ripe,2.1544,74.5175,102.9419,232.4094,56.438,69.8356,39.4138
Strawberry,Raw,19.0392,70.7983,2.452,252.6881,96.5862,51.0603,49.3172
Orange,Ripe,25.5994,67.1613,90.6437,0.3517,96.5539,35.4572,34.2353
Mango,Raw,30.2784,39.3867,94.5752,94.2136,64.188,51.0227,32.7505
Mango,Semi-Ripe,30.8534,52.5598,32.0917,41.7875,37.5723,54.9925,20.662
Orange,Raw,42.7188,57.1555,169.7337,117.5669,98.169,40.1515,39.4164
Orange,Ripe,25.6415,95.0358,72.2447,97.0345,46.3004,49.1435,22.7536
Strawberry,Ripe,16.6702,61.3058,162.0261,97.2162,90.7757,9.2352,8.3833
Orange,Semi-Ripe,17.4297,80.6875,48.2764,196.6651,30.8883,70.9841,21.9258
Grape,Ripe,12.3721,38.8664,3.5526,211.2552,84.1001,13.4303,11.2949
Grape,Raw,19.7758,17.0776,21.5726,100.2966,99.0596,8.3631,8.2844
Apple,Raw,34.501,71.3043,224.3993,238.5775,22.51,57.3415,12.9075
Banana,Ripe,19.9697,22.9935,234.7621,235.1578,76.6252,36.6951,28.1177
Grape,Semi-Ripe,28.2733,43.3535,235.1674,19.0723,23.0311,9.9117,2.2828
Strawberry,Semi-Ripe,37.4244,22.5781,104.6359,89.1767,37.4637,0,0
Mango,Ripe,8.6547,50.9112,23.8556,145.7633,61.0161,62.1585,37.9267
Banana,Ripe,36.7042,62.1344,28.8545,228.0035,17.2956,41.5678,7.1894
Strawberry,Ripe,29.6244,26.1007,58.0245,200.0636,69.9204,0,0
Banana,Raw,32.8003,15.7352,182.8794,138.4984,13.6307,40.319,5.4958
Grape,Ripe,-0.3219,80.4472,116.8806,194.4804,45.3479,78.9972,35.8236
Grape,Ripe,25.9738,20.2603,98.7579,227.654,42.8935,0,0
Mango,Ripe,26.3598,75.2315,233.5522,48.8177,36.3436,58.2083,21.155
Banana,Raw,25.4339,76.7645,166.495,184.1997,42.4251,79.2325,33.6144
Apple,Ripe,16.2341,47.9036,199.4741,221.2969,18.9623,31.2795,5.9313
Banana,Raw,8.2746,89.8368,19.4797,225.0529,39.6583,90.7265,35.9806
Banana,Raw,25.8144,23.1659,52.4442,206.2165,90.322,47.1426,42.5801
Apple,Ripe,23.9955,92.693,168.2395,51.8402,43.8814,54.9149,24.0974
Strawberry,Semi-Ripe,-4.3413,45.437,14.3948,15.2712,29.9301,31.0033,9.2793
Orange,Semi-Ripe,24.39,12.0827,210.5052,94.8449,66.6724,1.069,0.7127
Banana,Ripe,25.3943,71.1483,118.2169,112.7814,70.1854,64.4313,45.2214
Strawberry,Semi-Ripe,6.0897,50.9732,68.088,35.0012,13.0699,39.4929,5.1617
Banana,Ripe,2.0957,24.2103,24.2704,263.1291,13.4941,36.3088,4.8996
Strawberry,Ripe,35.9347,44.5622,66.4521,34.5472,15.205,0,0
Banana,Semi-Ripe,43.9381,45.3002,97.2296,94.449,91.1761,44.0405,40.1545
Apple,Semi-Ripe,26.2989,28.7888,74.0019,190.9274,98.178,21.5243,21.1321
Grape,Semi-Ripe,15.9993,87.2286,76.5989,241.4338,44.6564,67.1948,30.0068
Orange,Ripe,-4.7978,86.9716,42.9616,188.8736,22.3534,70.6965,15.8031
Mango,Semi-Ripe,36.6629,83.6111,82.9709,95.0072,99.8365,68.9875,68.8747
Mango,Ripe,7.3,36.3137,147.003,239.7976,15.6642,43.3779,6.7948
Strawberry,Semi-Ripe,-0.6593,53.1856,231.1073,229.8683,56.8087,33.595,19.0849
Banana,Ripe,44.8403,16.2951,29.0899,135.8881,65.4298,5.1058,3.3407
Mango,Ripe,16.6511,79.2445,160.0877,146.7407,39.5418,75.9236,30.0216
Banana,Ripe,25.9765,80.5607,229.9771,162.892,75.9091,64.8761,49.2468
Orange,Semi-Ripe,37.7365,98.1414,112.4549,297.5912,43.2626,45.2608,19.581
Grape,Semi-Ripe,24.2616,61.0059,106.1996,249.7974,20.2053,29.2107,5.9021
Strawberry,Raw,19.0667,29.8053,63.0963,288.4718,91.0726,0,0
Orange,Semi-Ripe,15.7676,36.1036,109.5798,62.4964,54.0868,35.3632,19.1268
Orange,Semi-Ripe,15.1742,45.1741,133.0516,104.3703,29.0726,42.4068,12.3287
Banana,Raw,6.6783,41.6974,56.1052,202.9992,24.873,61.4452,15.2833
Apple,Raw,16.1597,96.8899,195.5554,21.9444,88.2137,84.5784,74.6097
Orange,Semi-Ripe,-2.2517,73.3369,148.7776,1.0702,36.1256,73.7212,26.6322
Grape,Semi-Ripe,16.9401,76.2344,119.964,268.6784,21.1349,53.0329,11.2084
Mango,Ripe,30.3506,46.4332,171.1996,59.4524,27.7115,33.0611,9.1617
Banana,Semi-Ripe,27.9674,69.174,120.4878,157.1789,75.2096,68.8873,51.8099
Orange,Ripe,-1.1881,92.4709,144.4435,255.6538,77.8701,72.7697,56.6659
Orange,Ripe,4.8717,91.1343,86.2464,269.3412,67.4102,87.609,59.0574
Banana,Raw,35.7878,20.2078,136.2911,240.608,58.6681,38.878,22.809
Grape,Semi-Ripe,31.7597,72.3136,97.4436,118.938,63.1678,34.9243,22.0609
Apple,Raw,28.5711,58.2861,86.3823,0.5872,16.7323,59.0047,9.8729
Apple,Raw,32.106,43.869,32.4142,186.4443,50.5732,40.3141,20.3882
Mango,Ripe,24.4638,93.611,47.944,145.9133,26.8989,71.5228,19.2388
Mango,Ripe,27.1697,26.9299,99.3529,55.2339,46.587,26.7576,12.4656
Apple,Ripe,1.2175,77.8223,31.0645,230.524,67.3338,77.3396,52.0757
Orange,Ripe,6.355,81.0481,143.5169,245.7417,12.6082,76.8363,9.6876
Apple,Raw,30.3146,55.3162,121.431,36.5718,37.4535,54.1528,20.2821
Apple,Ripe,17.5938,34.2104,61.6016,152.2861,34.3548,24.3595,8.3687
Banana,Semi-Ripe,4.1217,71.9843,26.3719,255.464,66.886,74.002,49.497
Apple,Ripe,15.853,54.5706,173.7661,224.9908,96.8033,38.0109,36.7958
Banana,Ripe,22.5995,13.7716,160.1435,293.4036,76.1956,27.5379,20.9827
Grape,Raw,38.6341,18.7485,195.8891,183.4868,46.3765,0,0
Apple,Raw,-2.8421,37.4498,92.1238,245.7823,79.1249,45.5599,36.0492
Mango,Ripe,23.1494,92.6916,136.4142,76.6634,58.8136,73.8253,43.4193
Orange,Ripe,-0.7033,48.1454,124.8787,99.9473,25.5012,43.6441,11.1298
Strawberry,Raw,28.603,27.2233,232.0295,277.5298,16.0714,0,0
Apple,Raw,16.0765,23.7711,173.0089,295.3239,43.4924,29.1812,12.6916
Mango,Raw,11.2096,78.4037,44.1475,18.3639,10.9652,100,10.9652
Apple,Raw,20.8635,48.5074,156.1772,48.0567,70.8007,53.6844,38.0089
Strawberry,Raw,16.0638,70.6909,122.1251,204.8937,79.775,53.2961,42.5169
Grape,Raw,7.771,31.2188,56.4445,297.3676,34.5841,25.5026,8.8198
Banana,Raw,12.2383,44.3022,102.4168,29.6545,10.1304,70.5067,7.1426
Apple,Semi-Ripe,18.4751,20.0011,3.1972,233.6535,68.8806,22.4522,15.4652
Mango,Raw,2.4285,36.6905,195.1363,109.2582,48.7136,52.4808,25.5653
Strawberry,Raw,23.2433,22.0895,15.9549,156.2055,99.7172,0,0
Grape,Ripe,1.7346,53.3839,24.6112,286.3488,54.3204,49.7106,27.003
Mango,Raw,12.8629,26.087,56.5423,203.2223,94.4463,60.3589,57.0068
Banana,Ripe,38.742,87.9725,110.6439,191.7368,16.1672,53.1305,8.5897
Apple,Raw,44.095,56.5387,141.371,81.8186,62.3784,45.3057,28.261
Banana,Semi-Ripe,27.5207,85.884,124.7049,14.0638,37.2165,83.4967,31.0745
Orange,Semi-Ripe,25.591,61.0125,111.6255,52.8354,68.3488,47.2203,32.2745
Apple,Semi-Ripe,7.1692,69.2779,212.1092,49.2006,28.2301,74.5349,21.0413
Orange,Semi-Ripe,34.3431,32.6287,85.147,173.1125,44.3581,9.0218,4.0019
Orange,Raw,-3.9884,85.4381,154.2324,118.0378,76.8353,84.7243,65.0982
Grape,Ripe,7.8769,10.2182,160.5114,299.443,10.935,0,0
Strawberry,Ripe,29.7576,10.8574,60.6141,109.0955,19.7004,0,0
Apple,Raw,0.6343,75.7005,170.3726,23.2764,38.9948,84.139,32.8098
Mango,Raw,7.6416,24.3582,125.8579,194.7804,14.4613,44.7211,6.4672
Apple,Semi-Ripe,5.9724,90.7069,64.9803,65.5877,82.7999,94.1949,77.9933
Banana,Ripe,-1.0486,81.0662,112.2369,90.5295,28.0599,68.8206,19.311
Orange,Ripe,8.4653,51.8825,213.5907,32.0382,47.1986,50.3534,23.7661
Orange,Ripe,-2.2969,20.9794,161.9926,103.3526,51.7609,14.631,7.5731
Strawberry,Semi-Ripe,23.5632,25.0046,91.5825,59.328,96.7057,0,0
Strawberry,Raw,38.4199,67.5289,52.7419,58.1802,96.3735,33.2351,32.0298
Apple,Semi-Ripe,43.9165,72.1845,6.0355,180.9997,94.4931,40.2805,38.0623
Apple,Ripe,30.9816,36.7269,193.067,286.6421,86.6909,0,0
Banana,Raw,6.886,57.8197,81.0276,242.9787,88.2592,69.8195,61.6222
Orange,Ripe,41.8582,15.5761,156.3581,24.463,64.6322,0,0
Banana,Ripe,1.1954,36.0082,46.8034,256.6875,49.6325,41.7075,20.7004
Strawberry,Ripe,9.4811,31.4179,2.3693,106.5268,37.9363,0,0
Orange,Ripe,15.0793,62.7641,103.1163,287.4221,65.3712,43.2784,28.2916
Grape,Semi-Ripe,39.8141,70.7214,27.828,92.2822,17.4586,25.471,4.4469
Banana,Semi-Ripe,14.3415,14.3196,100.151,88.8436,13.7841,49.2508,6.7888
Grape,Semi-Ripe,0.9464,45.8541,220.7431,102.2696,39.9351,45.8163,18.2968
Orange,Ripe,3.9548,83.5362,125.2304,199.2151,45.789,81.7284,37.4226
Orange,Raw,41.8798,46.0208,105.316,52.5129,44.0623,33.3442,14.6922
Grape,Ripe,26.9166,89.5587,164.4034,239.8203,98.8909,22.5401,22.2901
Strawberry,Semi-Ripe,-3.8051,64.8789,18.672,197.1374,44.6312,51.5428,23.0042
Orange,Ripe,35.2515,94.6654,77.2309,280.849,69.2503,24.7591,17.1458
Strawberry,Ripe,22.689,18.388,165.5988,64.488,32.3977,0,0
Grape,Raw,16.6266,17.3748,141.3844,197.9647,61.3023,6.6291,4.0638
Strawberry,Ripe,43.235,78.7614,85.4786,248.5602,55.24,0,0
Orange,Ripe,-4.8292,30.1434,84.0014,99.3697,72.4893,20.7293,15.0266
Banana,Semi-Ripe,12.1163,89.4173,44.8223,59.6066,87.595,96.438,84.4749
Mango,Ripe,7.022,22.9309,59.8678,32.0999,46.5192,42.3,19.6777
Banana,Ripe,32.3794,18.7714,183.3736,64.2221,13.5048,22.7354,3.0704
Grape,Semi-Ripe,8.1603,18.5823,238.6573,293.9133,60.5268,2.9515,1.7864
Strawberry,Ripe,15.4395,44.6593,192.5595,68.6852,41.8442,0,0
Strawberry,Raw,-1.5133,44.918,204.9357,33.0234,63.0778,33.7509,21.2893
Orange,Semi-Ripe,37.6667,49.1171,53.53,295.2266,59.2958,17.2376,10.2212
Grape,Semi-Ripe,5.9291,71.8419,108.0808,84.0078,44.0902,68.8037,30.3357
Apple,Semi-Ripe,22.0143,78.9553,113.7459,25.9344,22.8735,70.0969,16.0336
Strawberry,Raw,11.5091,32.3773,191.7158,0.7709,15.3709,12.8711,1.9784
Banana,Ripe,3.7108,69.9228,140.5015,233.7149,28.2257,63.969,18.0557
Grape,Raw,25.8259,43.3249,31.3553,173.1814,73.5746,27.5776,20.2901
Apple,Ripe,19.4709,19.9576,149.2917,280.1795,69.5991,2.9357,2.0432
Mango,Semi-Ripe,19.8056,81.8836,111.0889,120.0388,20.9609,81.6927,17.1235
Apple,Ripe,35.6143,27.8966,218.4606,68.2904,17.4644,0,0
Apple,Raw,43.3326,57.6627,228.6119,86.5839,68.3141,45.647,31.1833
Mango,Semi-Ripe,39.1665,72.3671,158.8922,57.4255,39.1046,58.6243,22.9248
Strawberry,Ripe,18.8177,45.4312,197.2145,267.6048,78.6962,0,0
Apple,Semi-Ripe,10.609,21.9955,235.915,229.3905,44.059,27.3874,12.0666
Orange,Semi-Ripe,17.222,96.8764,115.6877,53.4547,74.6152,76.2183,56.8704
Banana,Semi-Ripe,14.5684,66.6188,49.2942,246.0631,93.6178,76.5459,71.6606
Orange,Semi-Ripe,21.6076,62.8759,138.0773,252.1146,16.2452,46.7188,7.5896
Grape,Raw,28.482,22.691,159.0367,288.1943,72.7056,0,0
Banana,Raw,41.7956,76.3933,2.5113,185.0677,71.0323,72.442,51.4572
Apple,Ripe,19.0134,91.3049,97.0688,145.0041,15.7495,64.4756,10.1546
Apple,Raw,-0.0776,98.7456,67.4199,187.3936,33.5616,98.7158,33.1306
Apple,Raw,24.1796,90.2424,18.1173,196.002,76.8167,81.637,62.7108
Grape,Semi-Ripe,-0.831,56.6644,233.9491,136.8902,94.4651,55.3946,52.3286
Strawberry,Semi-Ripe,39.8549,40.6477,77.6978,39.576,83.5036,0,0
Mango,Ripe,34.1752,48.9587,97.6458,262.1615,55.6599,24.6702,13.7314
Mango,Semi-Ripe,11.8527,92.3992,233.742,205.455,48.475,87.817,42.5693
Banana,Raw,5.1762,32.3879,32.7185,12.3285,91.8771,61.0457,56.087
Orange,Raw,27.0702,78.8053,184.355,293.1883,11.0287,64.5349,7.1174
Grape,Ripe,24.3324,88.9867,86.8117,282.7938,39.3269,29.9536,11.7798
Mango,Semi-Ripe,26.3323,43.935,75.2388,282.6306,37.8828,45.0222,17.0557
Apple,Ripe,19.4227,81.417,237.2872,242.0276,27.2188,50.5186,13.7505
Mango,Semi-Ripe,35.5601,88.4967,106.7891,49.4397,11.1208,74.3382,8.267
Banana,Ripe,42.1236,38.412,75.4637,30.7378,17.6763,24.2553,4.2874
Apple,Ripe,29.4221,28.2582,57.2088,42.6529,74.8704,1.7365,1.3001
Banana,Raw,4.3656,98.9054,103.7455,208.2014,52.1986,83.4362,43.5526
Strawberry,Raw,28.4175,49.7975,173.026,204.8829,44.7711,13.461,6.0266
Mango,Raw,17.4009,12.5549,230.3827,30.1549,31.369,39.8938,12.5143
Strawberry,Semi-Ripe,-3.7349,46.5495,236.204,258.3843,32.062,19.0284,6.1009
Grape,Raw,-4.2667,62.6775,206.2236,279.5939,91.9496,58.2808,53.5889
Mango,Semi-Ripe,1.5415,72.4345,220.2938,217.0666,17.5121,67.8142,11.8757
Banana,Semi-Ripe,0.6598,35.0713,201.6675,81.2061,43.2554,51.5078,22.2799
Apple,Ripe,1.9435,28.9337,30.8009,210.8002,38.3755,40.1357,15.4022
Strawberry,Semi-Ripe,24.3565,84.4622,166.9308,161.4537,71.4876,46.845,33.4883
Orange,Ripe,22.2325,69.8723,219.6777,80.4352,25.4463,37.6189,9.5726
Strawberry,Ripe,43.0626,34.4828,31.8123,214.8516,50.1206,0,0
Banana,Raw,39.1547,61.8006,165.9293,199.2354,89.31,63.2216,56.4632
Apple,Ripe,10.511,35.8162,115.335,238.4685,12.6843,34.0884,4.3239
Grape,Raw,35.3607,82.2623,137.1629,60.3544,17.2516,61.0872,10.5385
Strawberry,Semi-Ripe,-0.4921,38.8817,37.8796,54.6394,57.3083,26.7074,15.3056
Grape,Ripe,25.6708,69.1799,179.5579,193.3097,64.013,5.8414,3.7393
Grape,Ripe,17.4848,75.1763,232.9213,149.7963,32.9696,30.0785,9.9168
Apple,Raw,22.204,85.821,101.9991,136.4229,98.5593,80.6217,79.4602
Strawberry,Semi-Ripe,16.765,80.2822,119.6777,83.5567,81.7591,57.4065,46.935
Apple,Semi-Ripe,32.1402,25.1863,158.5415,225.8738,28.4606,10.0618,2.8636
Banana,Raw,8.3099,18.6053,224.936,123.868,57.7252,49.3964,28.5141
Apple,Raw,29.11,74.249,204.9264,67.4981,73.2405,68.259,49.9933
Orange,Semi-Ripe,6.7236,62.2178,147.2743,245.5707,98.2,62.4929,61.368
Orange,Ripe,17.8911,53.2467,159.56,295.5082,88.4866,26.9158,23.8169
Grape,Semi-Ripe,40.6871,20.7508,178.2029,83.9117,60.7654,0,0
Banana,Semi-Ripe,25.3098,19.5641,3.1824,15.4585,82.0805,47.376,38.8865
Strawberry,Raw,21.6819,60.1231,172.9364,260.2191,69.0817,31.6918,21.8932
Banana,Raw,43.0022,50.6653,194.0876,95.7678,80.5167,57.5724,46.3554
Orange,Ripe,6.9446,68.7001,223.2427,125.0541,67.2194,65.3699,43.9413
Orange,Semi-Ripe,22.4803,12.5504,48.7209,61.4315,59.427,8.1523,4.8447
Mango,Ripe,17.8263,55.159,77.3406,280.054,23.9858,55.5436,13.3226
Orange,Raw,1.807,92.383,64.6763,275.3012,70.9895,100,70.9895
Strawberry,Ripe,5.1597,66.4396,2.2701,62.7955,84.4932,58.2714,49.2354
Grape,Semi-Ripe,33.6364,28.8597,121.5611,192.3214,97.5125,0,0
Grape,Ripe,12.5031,90.1641,5.2868,58.0805,23.6585,68.6162,16.2335
Grape,Ripe,39.1419,35.9035,25.391,8.2403,98.5205,0,0
Mango,Raw,11.4129,72.2116,177.3145,291.4224,63.702,76.8926,48.9821
Mango,Semi-Ripe,24.2298,49.8841,46.7774,129.924,47.4816,56.1723,26.6715
Banana,Semi-Ripe,1.0757,42.1249,139.1768,230.6741,10.0893,52.5884,5.3058
Strawberry,Ripe,38.9581,49.6103,200.2335,137.3579,32.0805,0,0
Orange,Raw,15.2506,86.8625,14.8703,263.2059,72.7221,82.3511,59.8874
Grape,Semi-Ripe,2.3316,72.0361,26.4836,41.211,15.021,77.0801,11.5782
Strawberry,Raw,34.826,23.2588,115.6561,79.6233,32.1534,0,0
Orange,Raw,5.6541,46.0034,53.7414,246.7114,57.5643,65.4031,37.6488
Apple,Ripe,3.0263,24.3722,66.9055,160.0733,22.2874,38.802,8.6479
Mango,Ripe,6.3555,33.804,128.399,223.7886,90.99,41.1072,37.4035
Strawberry,Semi-Ripe,9.9462,96.963,29.6313,289.7884,94.084,68.5923,64.5344
Mango,Ripe,6.5241,37.4337,111.3796,208.5317,78.9185,44.8689,35.4098
Orange,Raw,1.3899,63.6708,30.5194,132.2165,88.7722,82.9166,73.6069
Strawberry,Raw,7.2665,34.8183,187.2569,22.5093,61.7485,19.5366,12.0635
Banana,Ripe,44.6917,72.1329,125.3753,246.9328,67.9671,33.0261,22.4469
Orange,Ripe,25.1965,27.6872,35.0186,149.2839,16.4888,0,0
Mango,Semi-Ripe,36.4366,73.8597,200.6283,82.1931,61.5123,60.6317,37.296
Orange,Ripe,-1.2679,70.2814,79.6106,187.9163,32.0822,61.403,19.6994
Grape,Raw,38.2275,10.8482,159.1528,285.6883,64.4693,0,0
Apple,Raw,36.1159,59.0263,2.407,296.6499,21.1029,47.0279,9.9243
Banana,Raw,-1.256,44.9484,237.5738,244.9748,27.3975,56.8763,15.5827
Orange,Ripe,26.3173,53.7041,151.9343,279.9848,16.1705,11.3779,1.8399
Apple,Raw,25.6364,93.5037,171.7344,190.7287,62.9893,76.776,48.3607
Banana,Semi-Ripe,15.1249,96.3216,105.1159,47.9044,69.2266,91.3881,63.2649
Grape,Ripe,43.282,20.7311,146.6399,135.3079,60.6432,0,0
Orange,Ripe,28.1782,65.2268,232.9523,4.9459,95.3286,23.4631,22.367
Grape,Semi-Ripe,22.396,24.2334,189.1549,45.2437,90.8238,0,0
Orange,Raw,7.2415,55.254,162.2602,92.6798,15.5373,62.684,9.7394
Grape,Ripe,36.8171,59.8718,62.3911,53.3806,90.5707,0,0
Banana,Semi-Ripe,44.933,56.4691,100.9211,52.3792,36.8854,51.1489,18.8665
Grape,Raw,32.9563,35.7173,94.1283,94.8859,86.3148,15.9411,13.7596
Strawberry,Semi-Ripe,34.2793,81.3364,205.455,185.7364,79.8998,24.9438,19.93
Apple,Raw,15.5418,56.4956,10.0267,262.0615,38.1029,58.3093,22.2175
Strawberry,Semi-Ripe,33.6181,34.2622,64.6151,77.231,94.167,0,0
Grape,Ripe,23.3397,45.4857,141.7756,208.6496,29.3473,0,0
Strawberry,Raw,29.0726,39.9155,27.5854,223.364,84.2003,1.7582,1.4804
Mango,Semi-Ripe,30.3435,49.7528,73.5732,250.8209,69.9866,46.4689,32.522
Mango,Raw,43.1468,64.7652,215.6456,88.4596,26.719,60.9218,16.2777
Orange,Ripe,29.2627,37.0697,101.0407,270.7902,70.7935,0,0
Strawberry,Ripe,0.1798,61.423,22.2971,175.8378,33.0446,51.191,16.9159
Apple,Ripe,37.3475,76.1037,235.9018,285.7482,53.0664,12.7361,6.7586
Grape,Ripe,7.2132,47.5753,226.216,200.3728,27.9418,25.2745,7.0621
Banana,Ripe,13.1952,63.6929,83.409,134.3212,21.4992,77.7698,16.7198
Strawberry,Raw,42.076,29.9869,50.0305,218.9987,34.2224,0,0
Grape,Raw,41.5748,68.1757,153.4849,184.5647,37.4293,38.2151,14.3036
Grape,Raw,17.8546,51.0099,41.7551,151.3847,98.6011,41.9989,41.4114
Strawberry,Ripe,36.6677,70.6125,16.6739,241.798,29.6253,0,0
Grape,Raw,-3.7337,61.3347,187.2319,44.0849,27.2191,64.6658,17.6015
Orange,Ripe,18.8779,23.8352,98.744,264.4428,68.1065,1.5643,1.0654
Mango,Raw,22.3312,14.2715,200.3297,261.7579,78.3303,31.7555,24.8741
Banana,Semi-Ripe,3.3217,28.5112,162.5788,7.6734,44.1624,52.5326,23.1996
Mango,Ripe,6.167,43.3324,83.6083,249.4392,29.6453,47.9921,14.2274
Mango,Raw,15.823,22.7591,97.8725,166.3453,93.2435,44.9958,41.9556
Apple,Ripe,43.5291,93.247,118.2224,81.124,83.9364,20.0331,16.815
Orange,Raw,21.5703,54.6138,233.3937,104.1567,28.0651,51.524,14.4603
Grape,Semi-Ripe,1.3364,62.3894,103.6144,46.1816,17.7236,66.5726,11.7991
Strawberry,Raw,-1.8648,76.6004,55.4058,239.7818,22.1441,85.0525,18.8341
Mango,Semi-Ripe,11.3946,18.6184,233.3069,150.4844,68.371,40.774,27.8776
Apple,Semi-Ripe,7.4964,73.4726,55.6646,38.9162,67.45,81.0009,54.6351
Apple,Ripe,18.628,26.3682,173.012,221.9558,90.0893,10.5691,9.5216
Orange,Raw,39.2073,67.2292,207.5045,155.2801,51.196,49.9885,25.5922
Apple,Raw,41.4159,71.3046,111.0665,200.5996,53.003,55.4655,29.3984
Grape,Ripe,35.5129,61.4338,56.5852,54.486,82.6204,0,0
Banana,Raw,1.9497,14.687,207.4056,45.6919,10.7811,46.4781,5.0108
Strawberry,Semi-Ripe,32.8032,60.7816,32.4785,224.9042,59.2321,4.9445,2.9287
Mango,Semi-Ripe,36.011,58.3458,171.0413,82.7625,24.4752,50.6705,12.4017
Banana,Ripe,33.6515,42.5895,46.1256,204.5547,91.5288,34.4982,31.5758
Banana,Raw,11.1286,72.9572,138.1976,292.8504,83.437,78.9849,65.9027
Grape,Ripe,26.1668,50.1076,224.3383,90.421,93.6657,0,0
Mango,Semi-Ripe,4.8505,85.1257,213.3386,69.3437,98.3482,84.233,82.8417
Mango,Raw,11.0187,82.643,229.0214,206.9422,24.8935,86.0508,21.4211
Orange,Ripe,27.5669,74.8322,5.0678,99.3661,22.0414,38.5072,8.4875
Apple,Ripe,26.2011,89.9899,83.7826,289.3256,87.0271,48.6691,42.3553
Banana,Ripe,23.309,99.5706,223.842,163.3327,74.592,68.7824,51.3062
Orange,Ripe,43.6165,40.4973,210.4694,292.8831,46.2621,0,0
Banana,Raw,41.3599,51.527,123.6854,72.9052,42.6801,60.1269,25.6622
Orange,Raw,31.8632,90.3127,10.7095,274.8545,33.3356,73.6254,24.5435
Banana,Semi-Ripe,44.2682,44.6345,45.3338,255.4192,53.1037,39.3782,20.9113
Apple,Ripe,18.0992,22.7256,44.5778,8.1941,37.9018,19.1296,7.2505
Orange,Raw,18.5132,29.9975,12.5735,222.4912,30.7276,30.266,9.3
Apple,Raw,-2.7498,49.7027,16.9044,3.4589,79.4717,63.4395,50.4165
Banana,Semi-Ripe,8.5412,72.4087,159.8114,216.3946,40.404,76.8293,31.0421
Orange,Semi-Ripe,40.7921,39.8772,191.1728,236.2009,55.0832,4.2263,2.328
Banana,Raw,9.2584,72.9847,216.0707,156.9606,67.4112,81.5575,54.9789
Apple,Semi-Ripe,36.48,15.6275,197.6382,112.5294,28.8351,0.6933,0.1999
Strawberry,Ripe,11.7156,40.7523,138.2327,262.3785,97.1759,0,0
Strawberry,Ripe,30.4365,64.106,110.4912,230.7556,55.2429,0,0
Banana,Raw,26.9025,17.2526,146.8146,113.7631,74.7132,45.0909,33.6889
Mango,Semi-Ripe,12.5322,55.6087,112.9135,204.9713,67.841,67.2655,45.6336
Orange,Ripe,35.4745,95.9138,56.2016,100.3974,93.0599,29.3478,27.311
Banana,Ripe,18.8523,85.399,168.0957,221.4691,89.2736,77.8648,69.5127
Grape,Ripe,44.2396,77.4211,161.3244,75.9047,66.0513,0,0
Apple,Ripe,36.9434,68.4302,164.0204,91.1617,93.8923,15.4626,14.5182
Grape,Semi-Ripe,19.2938,15.144,133.3128,104.7072,94.3723,0,0
Mango,Ripe,-2.7817,15.6668,98.0478,126.6637,63.2254,17.3967,10.9992
Strawberry,Raw,-1.5414,77.425,129.8314,66.1112,40.1382,76.1922,30.5822
Strawberry,Ripe,-3.5406,16.0092,206.6327,221.4496,45.0386,0,0
Apple,Semi-Ripe,23.3734,38.5004,161.7665,211.5729,61.6853,29.8444,18.4096
